index,start,end,type,filename,description,job_id,url
13,00:44,00:49,obj,0-44.jpg,"a calendar with four boxes circled labeled ""Q1 Q2 Q3 Q4"" and one row labeled ""MONTHLY""",dafc6804-10a3-4ac6-9a94-a2965773bd90,
14,00:50,00:58,obj,0-50.jpg,"a wobbly gauge dial labeled ""DIVIDEND YIELD""",3e6cef13-8ab0-4a63-a24f-0aee51b1d078,
15,00:58,01:04,obj,0-58.jpg,"a ""$100"" stock tag next to a ""$4"" arrow pointing to ""4% YIELD""",b5709a01-0e33-420b-ae0a-3f1ea3d4ec25,
16,01:04,01:06,char,1-04.jpg,the same man giving a thumbs up,fbfd1644-4056-4c8a-8822-3f383c0b5735,
17,01:06,01:09,char,1-06.jpg,"the same man leaning toward the camera, pointing, eyes wide",0eb0651a-9b20-42e7-9267-d598e2e7827b,
18,01:09,01:12,char,1-09.jpg,the same man holding his shares tight in one hand while a coin drops into his other hand,d766bb49-c1b6-470c-9810-df79a99c582d,
19,01:12,01:18,obj,1-12.jpg,a stock chart line going up with coins raining into a jar below it,a640fd25-613b-400a-aaa4-f8817d9c95ff,
20,01:19,01:25,obj,1-19.jpg,"a wobbly staircase of dollar signs climbing upward, each step bigger",63064f69-8498-4e42-98ef-9fadac1deb67,
21,01:25,01:33,obj,1-25.jpg,"big wobbly text ""DIVIDEND GROWTH"" with an upward arrow through it",dcb54aa3-f619-45ef-b8d1-e8499bebb08f,
22,01:33,01:42,char,1-33.jpg,"the same man standing at a fork in the road, one flat path and one steep rocket-shaped curve",9db5eedd-61dd-41b4-a775-83df731dd474,
23,01:42,01:47,char,1-42.jpg,"the same man holding a coin, looking at two boxes labeled ""CASH"" and ""REINVEST""",80ad2335-f7ea-4752-b89c-4b0ed1fd8468,
24,01:47,01:53,obj,1-47.jpg,"big wobbly text ""DRIP"" dripping into a jar labeled ""DIVIDEND REINVESTMENT PLAN""",c6f7efe6-3a85-409e-ad2c-f159270ca038,
25,01:53,01:58,obj,1-53.jpg,a wobbly gear machine turning a coin into a small stock certificate,28733b90-e83e-4509-9e51-b1162241aedb,
26,01:58,02:01,char,1-58.jpg,"the same man raising both hands, excited",b9472eff-931b-402f-937b-049d2aac7f16,
27,02:01,02:04,obj,2-01.jpg,one small stock icon splitting into two smaller stock icons with coins,b99f4518-33e4-4fbd-9ffa-9b307b1d6f34,
28,02:05,02:06,obj,2-05.jpg,"coins turning into more stock icons, a multiplying arrow",27cb6e5c-7588-43da-8734-ea8be52d7936,
29,02:06,02:10,obj,2-06.jpg,"a circular wobbly arrow loop with dollar signs and stock icons around it, labeled ""CYCLE""",ed4ce2a8-c857-4d1e-8db3-ef9c83a08c74,
30,02:10,02:13,char,2-10.jpg,"the same man sitting back relaxed, arms crossed, a snowball rolling beside him",6f3373ab-b2dd-46e1-954c-da70cfc3fca3,
31,02:13,02:16,obj,2-13.jpg,a small snowball growing into a huge snowball across three steps,f56b9768-4951-4ac1-9556-072d5e04b92b,
32,02:16,02:22,obj,2-16.jpg,"a flat line curving sharply upward at the end, labeled ""SLOW... THEN FAST""",800a9705-c40f-4408-b248-afe42976415d,
33,02:22,02:27,char,2-22.jpg,"the same man holding up a hand like a stop sign, a wobbly label ""MISTAKES AHEAD""",c8efd7ed-8295-43d4-bd74-98fe40c90f4c,
34,02:28,02:31,char,2-28.jpg,"the same man balancing a scale, one side ""AVOID MISTAKES"" the other ""PICK STOCKS"", both level",46ca940f-b9d2-4b42-8d69-3ee41bc78c5c,
35,02:31,02:35,obj,2-31.jpg,"a big wobbly ""#1"" next to a shiny sign reading ""20% YIELD!"" with a warning glow",b385ab7c-c960-4ae6-a8c6-23e86b3b8b1f,
36,02:35,02:42,char,2-35.jpg,"the same man looking nervously at a sign reading ""10% YIELD"", a sweat drop on his head",fbea77f5-2077-4299-b1cf-4480435d750d,
37,02:42,02:46,obj,2-42.jpg,a big wobbly warning triangle with an exclamation mark over a stock chart,e0e2ff74-9f9f-4076-a9da-efde9fc2001f,
38,02:46,02:51,obj,2-46.jpg,a stock chart line falling off a cliff next to an overflowing money jar,8c93a7f3-397c-44c1-9eb2-2cd8d3f48317,
39,02:51,02:56,obj,2-51.jpg,a pair of scissors cutting a dollar-sign check in half,017e0774-b9ff-4670-823a-0fbba063b6ab,
40,02:56,02:59,obj,2-56.jpg,"two downward arrows side by side, one labeled ""INCOME"" one labeled ""STOCK""",f34eb3c8-6d05-4dc2-b771-df6159e46329,
41,02:59,03:03,obj,2-59.jpg,"a wobbly bear trap snapping shut on a dollar sign, labeled ""DIVIDEND TRAP""",7b131f1c-81d2-4179-9105-6de2167e37a1,
42,03:03,03:06,obj,3-03.jpg,"a big wobbly ""#2"" next to a pie chart labeled ""PAYOUT RATIO""",31ffbfdf-8e27-4a04-b3c0-0c707bf1d1d6,
43,03:06,03:10,obj,3-06.jpg,"a pie chart with most of it shaded, labeled ""EARNINGS USED""",ce16d6a5-9bbc-4064-9c29-36fadbed4302,
44,03:10,03:13,obj,3-10.jpg,a pie chart that is almost entirely shaded,e756578b-3e49-42c7-9f21-693b54bb34a8,
45,03:13,03:17,char,3-13.jpg,"the same man standing on a thin plank over a gap, no net below",c8b0491d-d85a-46bc-bd9f-91ff74fc8217,
46,03:17,03:22,obj,3-17.jpg,"a balanced pie chart split evenly between ""SHAREHOLDERS"" and ""GROWTH""",744866f3-3f1e-4db9-bad7-4e45fe161225,
47,03:23,03:27,obj,3-23.jpg,"a big wobbly ""#3"" next to a single basket overflowing with eggs",2c9611a5-0ccb-43fb-838a-94d1a984bcdf,
48,03:27,03:31,char,3-27.jpg,the same man nervously watching one single building-shaped stock icon,bb2af7cc-36d6-49ac-a9b3-f9e584f53374,
49,03:31,03:35,char,3-31.jpg,"the same man wincing as a paper labeled ""EARNINGS REPORT"" falls, a big frown drawn on it",9fec03e1-0868-4ec5-a3d2-a4b741ff88f2,
50,03:35,03:41,obj,3-35.jpg,several small baskets of eggs side by side with an umbrella over all of them,0e644a23-6ab1-4251-85e0-feb37503678a,
51,03:42,03:46,obj,3-42.jpg,"a big wobbly ""#4"" next to a tall building labeled ""TAXES""",12f9c266-fc0a-45a4-8356-8512825d5fe1,
52,03:46,03:49,obj,3-46.jpg,"a dollar bill with a wobbly ""TAX"" stamp on it",50e373e4-9aa5-42dd-8bc5-1c195b9f2199,
53,03:49,03:54,obj,3-49.jpg,"a wobbly shield labeled ""ROTH IRA"" protecting a stack of coins",31c22f35-5a26-4c0c-a6d7-8fe12beb3210,
54,03:54,03:58,obj,3-54.jpg,"a coin stamped ""TAX PAID"" dropping into a vault labeled ""ROTH""",dec79d42-74f6-4258-9e2b-f0b2cf6b8ca0,
55,03:58,04:03,obj,3-58.jpg,"coins growing bigger inside a vault, a wobbly ""TAX FREE"" stamp, a small rocking chair icon",b6b59708-11b4-4671-9946-38806815f088,
56,04:04,04:08,obj,4-04.jpg,"two growth curves side by side, one much higher labeled ""NO TAX DRAG"" the other flatter labeled ""TAXED""",738f5ed7-63b0-4ba6-9537-e818352264de,
57,04:08,04:12,char,4-08.jpg,"the same man rolling up his sleeves at a blank whiteboard labeled ""PORTFOLIO""",2f45a264-ad6b-4505-bb5d-55505fe29943,
58,04:12,04:20,obj,4-12.jpg,"a wobbly balance scale, one side ""INCOME TODAY"" the other ""GROWTH TOMORROW"", both level",49bcecdc-1d5d-4747-a249-71d1733b0ff2,
59,04:20,04:24,obj,4-20.jpg,"a dial with a highlighted zone labeled ""2-5%""",5670069a-5dd0-4c6a-b55c-1c0fc40f149e,
60,04:24,04:28,obj,4-24.jpg,"a wobbly staircase of dollar signs climbing upward, each step labeled with a year",cb726764-ac11-486f-92c9-d91de027a7e5,
61,04:29,04:32,obj,4-29.jpg,"a checklist with five boxes, all five ticked",2e4849d6-a83d-457d-94be-ad437e9e097a,
62,04:32,04:37,obj,4-32.jpg,"a big wobbly stock ticket card labeled ""SCHD""",86181df1-ecd6-4cdb-8983-1cfbef4c7bc5,
63,04:37,04:40,obj,4-37.jpg,"a big wobbly anchor labeled ""SCHD"" holding a small boat labeled ""PORTFOLIO"" steady",9f94ee8a-6e4b-4e23-8294-9917a62d401b,
64,04:40,04:49,obj,4-40.jpg,"a single basket filled with a hundred tiny building icons, labeled ""100+ COMPANIES""",3dfb7f60-5987-44cf-80d2-905e01af1d77,
65,04:49,04:52,obj,4-49.jpg,"a magnifying glass over a checklist labeled ""HEALTH CHECK"" with ticks",deb5b4ab-06b8-4e53-9370-db19c93effa4,
66,04:52,04:58,obj,4-52.jpg,"a stat card ""SCHD"" listing ""YIELD 3.76%"" and ""GROWTH 10%+""",9aae5707-e2b9-4ee2-904e-5c5126f4d253,
67,04:59,05:02,obj,4-59.jpg,"a rising stock line labeled ""+8.26%/YR""",45150161-c601-42c8-91ef-5d45a36f3a8a,
68,05:02,05:06,obj,5-02.jpg,"a big wobbly pillar block labeled ""SCHD"" holding up a house labeled ""STRATEGY""",35d729a9-1aed-4690-8515-8c25d4f0c44b,
69,05:06,05:10,obj,5-06.jpg,"a big wobbly stock ticket card labeled ""NTES""",6d900ae9-b873-4746-b6f7-383cffdfc3ac,
70,05:10,05:15,obj,5-10.jpg,"a game controller icon and a shopping cart icon side by side under a label ""NTES""",88fe0f12-0178-48e5-aae0-770b197516fd,
71,05:15,05:23,obj,5-15.jpg,"a stat card ""NTES"" listing a small ""YIELD 1.89%"" and a huge ""GROWTH 24.82%"" with a rocket",9a93c511-2e17-45d3-9d56-7ea5fc03c138,
72,05:23,05:27,obj,5-23.jpg,"a steep rising stock line labeled ""+19.36%/YR""",66ddfc70-b55a-4ebe-9f48-6966a8167dc2,
73,05:27,05:34,obj,5-27.jpg,"a wobbly rocket engine labeled ""NTES"" strapped to a portfolio box, pushing it upward",d5426416-968e-4a58-b267-1e5da84f6603,
74,05:34,05:38,obj,5-34.jpg,"a big wobbly stock ticket card labeled ""MS""",b4986dd8-1f62-4cb8-91d5-491fcce8ec01,
75,05:38,05:42,obj,5-38.jpg,"a tall wobbly bank building labeled ""MS"" with a small star above it",98427f41-3aaa-4429-82f6-3ec042af86c5,
76,05:42,05:54,obj,5-42.jpg,"a stat card ""MS"" listing ""YIELD 2.58%"", ""GROWTH 22.4%"", ""PRICE +17.18%/YR""",91526485-765b-41e3-bfd3-2ef7f4eda40b,
77,05:54,05:59,obj,5-54.jpg,"a strong wobbly muscular arm labeled ""MS"" flexing next to a rising dividend arrow",cef6325b-3fff-4e9b-9676-ec673e92ef68,
78,06:00,06:02,obj,6-00.jpg,"a big wobbly stock ticket card labeled ""CUBE""",ff6e4f85-f033-4692-b495-95b421369ab1,
79,06:02,06:06,obj,6-02.jpg,"a row of small storage-unit garage doors labeled ""CUBE""",9b842be7-3d66-41db-bdab-6bccda8ab02d,
80,06:06,06:12,obj,6-06.jpg,"a storage unit standing steady while wobbly weather symbols (sun, rain cloud, storm) swirl around it",6fd17f08-ae41-430e-96ae-40e0640c120a,
81,06:12,06:17,char,6-12.jpg,"the same man carrying a box labeled ""STUFF"" toward a storage unit door",92271758-0e90-4639-9d3f-64cdbdf0c50b,
82,06:17,06:23,obj,6-17.jpg,"a stat card ""CUBE"" listing ""YIELD 5.17%"" and ""GROWTH 12.51%""",8ac8f440-2f9a-4e00-8815-baf1982975f4,
83,06:23,06:26,obj,6-23.jpg,"a big wobbly anchor labeled ""CUBE"" with dollar signs around it",fdeb16b6-263d-453d-ad87-ae2c569af5ea,
84,06:26,06:30,obj,6-26.jpg,"a big wobbly stock ticket card labeled ""ITW""",dfab6976-276d-44cd-b8bf-5971d196b481,
85,06:30,06:35,obj,6-30.jpg,"a wobbly factory gear icon labeled ""ITW"" with a small ""100+ YEARS"" tag",97bc6c1c-280a-42b0-828e-74ced6d5ac48,
86,06:35,06:44,obj,6-35.jpg,"a stat card ""ITW"" listing ""YIELD 2.47%"", ""GROWTH 11.79%"", ""PRICE +11.75%/YR""",dc048fe4-c232-461a-a050-fe2fa894e697,
87,06:44,06:47,obj,6-44.jpg,"a plain steady straight line marching upward, no sparkle, labeled ""ITW""",68042b9a-7a67-48ff-9f9c-0db760540fce,
88,06:47,06:51,char,6-47.jpg,the same man calmly watering a small money tree that is slightly bigger than before,e017d42a-4730-4795-89c2-308ff9035a38,
89,06:51,06:59,obj,6-51.jpg,"five small stat cards feeding into one big card labeled ""AVG YIELD 3.17%""",60361a3d-143e-4fc4-b5fe-04b6fb2211d7,
90,06:59,07:11,obj,6-59.jpg,"a summary stat card listing ""AVG GROWTH 16.39%"" and ""AVG PRICE +12.07%/YR""",6c255b9c-0809-4dfb-8c9e-77c4820591d3,
91,07:11,07:23,char,7-11.jpg,"the same man wearing a name tag reading ""MARCUS"", dropping a ""$12"" bill into five small labeled jars, a switch flipped to ""DRIP ON""",7fff2b95-5d2d-4c87-aa91-8c91a26ac98a,
92,07:23,07:28,obj,7-23.jpg,"a calendar page flipping to ""YEAR 1"" next to a jar labeled ""$624""",2b14e3a5-9f68-49d8-a774-bec94154694a,
93,07:28,07:30,char,7-28.jpg,the same man shrugging at a small modest coin pile,ff8172bd-1183-45f0-9dcb-295c42429acb,
94,07:30,07:33,char,7-30.jpg,"the same man holding up one finger in a ""not yet"" gesture",eeb32206-00bb-4abb-8bc6-b5caddb99e03,
95,07:33,07:38,obj,7-33.jpg,"a calendar flipping to ""YEAR 5"" next to a jar labeled ""$4,263""",f2735c2e-7b8f-4723-a56e-1c818c7eae5b,
96,07:38,07:43,obj,7-38.jpg,"a small snowball rolling and starting to pick up size, labeled ""COMPOUNDING""",89163feb-1d2c-4163-8fd1-aa1c2551086a,
97,07:43,07:51,obj,7-43.jpg,"a calendar flipping to ""YEAR 10"" next to a jar labeled ""$13,423""",44441010-66bb-43ce-a3cc-26b79eb122dc,
98,07:51,07:56,char,7-51.jpg,"the same man relaxing in a hammock, hands behind his head, eyes closed",f78961b6-9305-4ba5-a8a6-378ce22a27d7,
99,07:56,07:58,obj,7-56.jpg,"a simple wobbly gear turning by itself, labeled ""AUTOPILOT""",b817c9b5-08d5-4cc6-b4f8-8501ecb38ea3,
100,07:59,08:02,obj,7-59.jpg,"a calendar flipping to ""YEAR 20"" next to a jar labeled ""$85,000""",436ee544-6f9d-4c64-8883-963834b0bde7,
101,08:02,08:06,char,8-02.jpg,the same man's eyes widening as he notices the jar getting bigger,2d6614e9-8752-4228-8c6d-37fa58114b34,
102,08:06,08:11,obj,8-06.jpg,"a stock icon branching into multiple smaller stock icons, each branching again, a growing tree diagram",cea5d96d-1d9c-4f64-aa81-59f2c405e6d5,
103,08:11,08:13,obj,8-11.jpg,"a huge snowball, much bigger than the earlier ones",9b83ea27-df16-4329-b79e-0983d555d238,
104,08:13,08:15,obj,8-13.jpg,"a calendar flipping dramatically to ""YEAR 30""",5bc275a7-187d-4da4-a365-41b2b8668dfa,
105,08:15,08:21,obj,8-15.jpg,"a giant jar overflowing with coins labeled ""$593,000""",5fc1d8c5-7e54-439d-81b1-fa98b66ff837,
106,08:21,08:24,obj,8-21.jpg,"a stack of checks labeled ""$52,000/YR""",a5467ee0-a2d6-4b28-95d0-17aaf14dac8b,
107,08:25,08:32,obj,8-25.jpg,"a calendar with a check labeled ""$4,300"" landing on it automatically, an untouched stock icon beside it",358f3ab3-ae1d-49da-a770-b90acf6cf2e8,
108,08:32,08:36,char,8-32.jpg,"the same man pointing at a big piece of paper, eyes wide, amazed",89a5fb58-5540-4dbb-81eb-41bdb5aa44fa,
109,08:36,08:43,obj,8-36.jpg,"a small modest stack of coins labeled ""$18,720 CONTRIBUTED""",38099fbb-a7d8-4c55-ab60-49d95b33611f,
110,08:43,08:47,obj,8-43.jpg,"a small ""$12"" tag repeating in a long wobbly row, labeled ""x30 YEARS""",93c36a39-fcda-4405-844f-2cfc884e8ba8,
111,08:47,09:01,obj,8-47.jpg,"a huge jar labeled ""$574,000 GROWTH"" towering over a small ""$18,720"" stack beside it",51f6a5dd-e35d-4b2e-b402-63c044b2cdc6,
112,09:02,09:06,char,9-02.jpg,"the same man shaking his head at a wobbly crystal ball with a stock chart inside, crossed out",3f5808bd-a646-4e57-8308-9d0a65295e1e,
113,09:06,09:19,obj,9-06.jpg,"a simple checklist with four ticked boxes: ""CONSISTENT"", ""SOUND STOCKS"", ""REINVEST"", ""TAX-ADVANTAGED""",6c35ca91-1eeb-4a1e-82ed-64d18ba5f9f7,
114,09:19,09:22,char,9-19.jpg,"the same man holding a small sandwich with a big X over it, holding a ""$12"" tag",6b03cdc3-f960-4c9c-9145-797cbcfe8fa6,
115,09:22,09:24,obj,9-22.jpg,"two coffee cups with X marks over them, a ""$12"" tag beside them",86482b7b-de6a-42fb-b6cc-07e721076a1a,
116,09:24,09:36,char,9-24.jpg,"the same man sleeping soundly at night while a small ""$12"" tag transforms into a wobbly paycheck labeled ""2ND SALARY"" floating above him",fa758d44-eee4-4a87-9cdb-6cd3e9f081bc,
117,09:36,09:42,char,9-36.jpg,the same man pointing down at a wobbly comment box,5d91512b-ba8e-4917-8117-e16982d4dd46,
118,09:42,09:44,char,9-42.jpg,the same man giving an encouraging thumbs up,38177b6b-3472-439b-a9cc-a8b83e4a9568,
119,09:44,09:57,char,9-44.jpg,"the same man pointing at a wobbly thumbs-up ""LIKE"" icon, a bell icon ""SUBSCRIBE"", and a video thumbnail box lined up beside him",f1ae915e-6ab2-4a41-811a-7e59882a28a3,
