index	start	end	type	filename	description
88	06:47	06:51	char	6-47.jpg	the same man calmly watering a small money tree that is slightly bigger than before
89	06:51	06:59	obj	6-51.jpg	five small stat cards feeding into one big card labeled "AVG YIELD 3.17%"
90	06:59	07:11	obj	6-59.jpg	a summary stat card listing "AVG GROWTH 16.39%" and "AVG PRICE +12.07%/YR"
91	07:11	07:23	char	7-11.jpg	the same man wearing a name tag reading "MARCUS", dropping a "$12" bill into five small labeled jars, a switch flipped to "DRIP ON"
92	07:23	07:28	obj	7-23.jpg	a calendar page flipping to "YEAR 1" next to a jar labeled "$624"
93	07:28	07:30	char	7-28.jpg	the same man shrugging at a small modest coin pile
94	07:30	07:33	char	7-30.jpg	the same man holding up one finger in a "not yet" gesture
95	07:33	07:38	obj	7-33.jpg	a calendar flipping to "YEAR 5" next to a jar labeled "$4,263"
96	07:38	07:43	obj	7-38.jpg	a small snowball rolling and starting to pick up size, labeled "COMPOUNDING"
97	07:43	07:51	obj	7-43.jpg	a calendar flipping to "YEAR 10" next to a jar labeled "$13,423"
98	07:51	07:56	char	7-51.jpg	the same man relaxing in a hammock, hands behind his head, eyes closed
99	07:56	07:58	obj	7-56.jpg	a simple wobbly gear turning by itself, labeled "AUTOPILOT"
100	07:59	08:02	obj	7-59.jpg	a calendar flipping to "YEAR 20" next to a jar labeled "$85,000"
101	08:02	08:06	char	8-02.jpg	the same man's eyes widening as he notices the jar getting bigger
102	08:06	08:11	obj	8-06.jpg	a stock icon branching into multiple smaller stock icons, each branching again, a growing tree diagram
103	08:11	08:13	obj	8-11.jpg	a huge snowball, much bigger than the earlier ones
104	08:13	08:15	obj	8-13.jpg	a calendar flipping dramatically to "YEAR 30"
105	08:15	08:21	obj	8-15.jpg	a giant jar overflowing with coins labeled "$593,000"
106	08:21	08:24	obj	8-21.jpg	a stack of checks labeled "$52,000/YR"
107	08:25	08:32	obj	8-25.jpg	a calendar with a check labeled "$4,300" landing on it automatically, an untouched stock icon beside it
108	08:32	08:36	char	8-32.jpg	the same man pointing at a big piece of paper, eyes wide, amazed
109	08:36	08:43	obj	8-36.jpg	a small modest stack of coins labeled "$18,720 CONTRIBUTED"
110	08:43	08:47	obj	8-43.jpg	a small "$12" tag repeating in a long wobbly row, labeled "x30 YEARS"
111	08:47	09:01	obj	8-47.jpg	a huge jar labeled "$574,000 GROWTH" towering over a small "$18,720" stack beside it
112	09:02	09:06	char	9-02.jpg	the same man shaking his head at a wobbly crystal ball with a stock chart inside, crossed out
113	09:06	09:19	obj	9-06.jpg	a simple checklist with four ticked boxes: "CONSISTENT", "SOUND STOCKS", "REINVEST", "TAX-ADVANTAGED"
114	09:19	09:22	char	9-19.jpg	the same man holding a small sandwich with a big X over it, holding a "$12" tag
115	09:22	09:24	obj	9-22.jpg	two coffee cups with X marks over them, a "$12" tag beside them
116	09:24	09:36	char	9-24.jpg	the same man sleeping soundly at night while a small "$12" tag transforms into a wobbly paycheck labeled "2ND SALARY" floating above him
117	09:36	09:42	char	9-36.jpg	the same man pointing down at a wobbly comment box
118	09:42	09:44	char	9-42.jpg	the same man giving an encouraging thumbs up
119	09:44	09:57	char	9-44.jpg	the same man pointing at a wobbly thumbs-up "LIKE" icon, a bell icon "SUBSCRIBE", and a video thumbnail box lined up beside him
