index,start,end,type,filename,description,url
29,02:09,02:14,obj,2-09.jpg,"a grid of many tiny identical company buildings, a wobbly label reading ""1000s OF COMPANIES""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_223820_fd6e333a-b701-49d7-9b25-4c4176c73e54.png
30,02:14,02:20,obj,2-14.jpg,"a small price tag reading ""LOW FEES"" next to a tiny single coin, a wobbly label reading ""NO STOCK PICKING""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_223839_27b53f5e-8e92-4b0d-8b57-8ed7f81d1897.png
31,02:20,02:26,obj,2-20.jpg,"a big upward arrow line going up over a simple timeline, a wobbly label reading ""MARKET GROWS""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_223944_8a150bbc-b5fe-4bc0-8522-74fb46adfe99.png
32,02:26,02:31,obj,2-26.jpg,"a simple bar chart with bars getting taller from left to right, a wobbly label reading ""AVERAGE RETURNS""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_223953_786575b8-b69b-42bc-ac33-6175db026d34.png
33,02:31,02:37,obj,2-31.jpg,"a race between a trophy labeled ""INDEX"" crossing a finish line first and a sweating stick figure stock-picker behind, a wobbly label reading ""FAIL TO BEAT""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224009_10ce2504-5d15-44f5-9952-473040d7670e.png
34,02:37,02:42,char,2-37.jpg,"the same man standing proudly beside a tall mountain made of stacked coins, a wobbly label reading ""WEALTH""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224013_e9221608-947e-44ab-98bb-dd17ec747349.png
35,02:42,02:48,obj,2-42.jpg,"coins flowing back into a business building in a loop with a small snowball, a wobbly label reading ""REINVEST""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224016_13ec3013-7dcd-405b-834c-8509759b05f6.png
36,02:48,02:55,obj,2-48.jpg,"a snowball of coins rolling down a hill getting bigger and bigger with dollar signs on it, a wobbly label reading ""SNOWBALL""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224032_a3e7c2d0-272c-41d9-b58b-99a6b132d317.png
37,02:55,03:00,char,2-55.jpg,"the same man holding two signs one in each hand and shrugging, a big wobbly question reading ""WHICH WINS?"" above him",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224037_f246723f-60c8-4434-ad08-86d59fd42aef.png
38,03:00,03:05,char,3-00.jpg,the same man thinking with a thought bubble containing a money bag and a target with an arrow in the bullseye,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224047_001ccc9f-9661-4487-a3dd-7fc7fe321d5f.png
39,03:05,03:10,obj,3-05.jpg,"a wobbly ""VS"" crossed out and replaced by a speech bubble, a wobbly label reading ""A CONVERSATION""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224103_13097f23-75dc-4401-bf35-c5419258e4b3.png
40,03:10,03:19,char,3-10.jpg,"the same man pointing at a big nest with a giant golden egg in it, a wobbly checkmark and a label reading ""INDEX FUNDS""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224107_208b9625-0436-42c8-9763-71802191ebc7.png
41,03:21,03:28,obj,3-21.jpg,"a pair of scissors cutting a small price tag, a wobbly label reading ""LOW FEES""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224126_ef15f0e4-87b6-4f75-b59e-94eb1619ae52.png
42,03:28,03:35,obj,3-28.jpg,"many eggs spread across many small baskets, a wobbly label reading ""DIVERSIFIED""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224138_3b94d99b-24ae-4537-b346-d2f728eb8911.png
43,03:35,03:43,obj,3-35.jpg,"several upward arrows stacking on top of each other next to a snowball, a wobbly label reading ""COMPOUNDING""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224204_b9102cc2-aa90-42a7-b884-0b5db8a6ce67.png
44,03:43,03:50,char,3-43.jpg,the same man standing triumphantly on top of a big mountain made of money with both arms raised,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224251_57e5e356-f343-4ae3-b955-d0d5c8d28667.png
45,03:50,03:58,char,3-50.jpg,"the same man relaxing in a hammock while a steady stream of coins flows toward him, a wobbly label reading ""PASSIVE INCOME""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224302_f70a81c0-29c8-4092-996f-474c5374d61e.png
46,03:58,04:06,obj,3-58.jpg,"a stack of paper bills and invoices being stamped ""PAID"" by a big dividend check",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224325_b3c61b1c-38ad-4312-ac0c-0f30b8c707b2.png
47,04:06,04:12,char,4-06.jpg,"the same man hugging a stack of paper share certificates protectively, a big red X over the word ""SELL""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224417_c19c1f91-d40e-4dc3-9687-3a8fe7dd378f.png
48,04:12,04:19,char,4-12.jpg,the same man standing calm and dry under an umbrella while a scary storm cloud with lightning and a jagged market line rages around him,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224609_f9a2d5ea-feae-48ab-b657-811a73c5de50.png
49,04:20,04:26,obj,4-20.jpg,"a hand slamming a big red ""SELL"" button while coins shatter and fall, a warning exclamation mark, a wobbly label reading ""WRONG TIME""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224906_b3d4654b-c49f-4a26-86e8-54b803e1592d.png
50,04:26,04:32,char,4-26.jpg,"the same man laying big bricks to build a foundation, the bricks labeled ""INDEX FUNDS""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224914_f7266f90-0c1d-4cb2-a1ae-39a5b5d5757a.png
51,04:32,04:38,char,4-32.jpg,"the same man adding a new layer of bricks labeled ""DIVIDENDS"" on top of a foundation labeled ""INDEX FUNDS""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_224937_0554f743-d514-4b65-b804-04c64e16db4e.png
52,04:38,04:45,obj,4-38.jpg,"a field with a money crop growing on the left and a farmer harvesting coins with a basket on the right, wobbly labels reading ""GROW"" then ""HARVEST""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_225004_1923c0a1-bd87-4ace-9e6e-283e3cdbd3c6.png
53,04:45,04:52,obj,4-45.jpg,"a carrot on a stick labeled ""HIGH YIELD"" dangling over a bear trap labeled ""TRAP""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_225008_65daec25-92d0-4829-b3f4-dede694ed49c.png
54,04:52,04:59,obj,4-52.jpg,"a huge percent sign that is cracked and crumbling apart, a warning exclamation mark, a wobbly label reading ""NOT SUSTAINABLE""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_225011_533063b7-09c1-4fd3-b34d-acf3f73dff4d.png
55,04:59,05:08,char,4-59.jpg,"the same man giving a big thumbs up beside a shiny coin stamped with a wobbly ""QUALITY"" ribbon",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_225014_63ea6624-e472-468f-ae0e-b2a26ef5c9e8.png
56,05:08,05:14,char,5-08.jpg,"the same man smiling and pointing at a giant clock and hourglass, a wobbly label reading ""TIME"" and a small ""30s""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_225033_9d32fccf-358d-488d-8bf8-eb964b3ea7b5.png
57,05:14,05:20,obj,5-14.jpg,"a big clock sitting on a throne wearing a crown, a wobbly label reading ""TIME > MONEY""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_225104_c5d3a8fc-d255-4b0e-a6b7-dc474246cfa0.png
58,05:20,05:26,char,5-20.jpg,"the same man with a big tangled scribble of confusion over his head overthinking, and a wobbly arrow sign reading ""JUST START"" pointing forward",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_225107_b4fcfe1f-7ab0-4d3a-bf4d-706e629b3ed3.png
59,05:26,05:31,obj,5-26.jpg,"two separate paths both leading to the same big pile of money, a wobbly label reading ""BOTH WORK""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_225110_73d29640-fdb5-4882-a940-e6bb921b7fda.png
60,05:31,05:36,char,5-31.jpg,"the same man giving a big thumbs up and pointing down at a comment box with a thumbs-up like icon, a wobbly label reading ""COMMENT BELOW""",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260701_225354_03fa3030-2b24-4d98-892f-0267b77adc73.png
