index,start,end,filename,description,url
13,00:47,00:55,013_0-47.png,"a 401k jar icon with three small thought bubbles reading HOPE MARKET, HOPE MATCH, HOPE NOTHING BREAKS",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124508_176a81bd-b24e-4bf1-8fe0-7d4f562b1df8.png
14,00:55,01:01,014_0-55.png,the character holding up a finger with a knowing look next to a small house icon labeled REAL ESTATE,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124511_ec751c0d-afa3-4c14-8991-d5eb9548868b.png
15,01:01,01:07,015_1-01.png,a small stack of house icons all labeled PAID OFF with dollar signs flowing from them into a jar,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124522_a699aa86-7a4b-4fa3-82b6-abc1f06687a3.png
16,01:07,01:12,016_1-07.png,a briefcase salary paycheck icon crossed out next to a house icon with an equals sign between them,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124525_28a40c98-dae4-482c-9aad-8ece0126c39a.png
17,01:12,01:19,017_1-12.png,"the character standing next to a house icon labeled $350,000 and AGE 32",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124534_3ab411ee-1fab-4d5c-8f7e-6a192b445730.png
18,01:20,01:29,018_1-20.png,"a stack of dollar bills labeled $70,000 DOWN next to a mortgage paper labeled $280,000",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124654_24970cb2-f4c9-4bad-8de0-71f827c1b73d.png
19,01:29,01:38,019_1-29.png,"a mortgage payment icon labeled $1,600/MONTH next to a rent check icon labeled $2,200/MONTH",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124703_24ee2d50-0a5d-48c1-a5bf-b92edf72ee6c.png
20,01:38,01:44,020_1-38.png,"three small icons in a row: a mortgage paper, a tax form, and a shield, all with small arrows draining a money bag",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124725_2327b57d-58ce-4a2e-9da7-14c5d008ced5.png
21,01:44,01:51,021_1-44.png,a small stack of coins labeled $200-$300/MONTH with the character shrugging,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124737_1aa7304b-2d75-4df6-99e8-2340b37c74e1.png
22,01:51,01:56,022_1-51.png,the character holding up four fingers with a sign reading 4 THINGS HAPPENING AT ONCE,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124810_916c444c-03bd-4e39-8c1b-efcb15f85886.png
23,01:56,02:02,023_1-56.png,a house icon with an arrow of coins going in labeled $200 and another arrow going out labeled TENANT PAYS MORTGAGE,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124813_e595029d-4915-4cc8-a310-9c1189214b4e.png
24,02:02,02:09,024_2-02.png,"a mortgage paper shrinking down with an arrow labeled -$18,000 and a calendar showing 5 YEARS",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124830_456d9143-1f13-4266-aac8-70f3741204df.png
25,02:09,02:14,025_2-09.png,a house icon growing slightly bigger with an upward arrow labeled +4% ANNUALLY,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_124930_e5a45c67-ab78-431c-bc59-4e4ed98a34d7.png
26,02:14,02:22,026_2-14.png,"a house icon labeled $350,000 transforming into a bigger house icon labeled $426,000 with a 5 YEAR calendar",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125044_add053bf-1881-440c-aef4-ae44a5b7205e.png
27,02:22,02:29,027_2-22.png,"a big upward arrow labeled +$100,000 EQUITY made of a house icon and a stack of coins combined",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125054_ebbd334e-f33e-42fc-96f5-5040e7ac0afb.png
28,02:29,02:34,028_2-29.png,"a small $70,000 stack of coins next to a much bigger money pile, with a sign reading LEVERAGE",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125056_17cd5990-2514-42dc-a8f4-1f0c28631581.png
29,02:35,02:38,029_2-35.png,the character leaning in closer with excited eyes and a sign reading THIS GETS INTERESTING,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125059_d540aca9-75e9-4e19-928d-5643c49596c1.png
30,02:38,02:46,030_2-38.png,"a second house icon appearing beside the first, labeled AGE 35, both with small tenant stick figures",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125105_3121e349-6369-4d3e-ba17-6ab27b2052b8.png
31,02:46,02:51,031_2-46.png,"two house icons with tenant figures paying rent into them, small upward equity arrows growing behind",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125113_76a06ce1-3669-4a9e-a31c-37643120a136.png
32,02:51,02:58,032_2-51.png,two house icons steadily growing bigger with a calendar showing AGE 45 and a 10-13 YEARS label,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125122_a54419fc-e24a-4bd5-b24f-2738641d8073.png
33,02:58,03:03,033_2-58.png,two mortgage papers shrinking down next to the character looking thoughtfully at a fork in the road,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125126_6518db03-1d7d-4df3-85f3-22180f9b12b0.png
34,03:03,03:09,034_3-03.png,"a fork in the road sign, one path labeled RETIRE AT 45, the other labeled WORK UNTIL 65",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125157_57a06175-c922-4685-8713-96f78c0d0310.png
35,03:09,03:16,035_3-09.png,a sign reading PATH ONE: SLOW AND TRADITIONAL with a small coin trickling into a jar,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125218_11a60799-8b63-4088-91da-505added17c9.png
36,03:16,03:22,036_3-16.png,a mortgage paper slowly shrinking over a long timeline labeled 30 YEARS ending at LATE 50s,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125227_9127fd5f-a5f4-4122-8eb2-b73b839cbf98.png
37,03:22,03:28,037_3-22.png,two small house icons labeled PAID OFF with the character looking satisfied but a second faster road forking off,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125232_02f7142a-74ca-409c-b76d-f38bc6ef6b12.png
38,03:28,03:34,038_3-28.png,"two house icons each with a big upward growth arrow, the character in his MID 40s pointing at them",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125236_9e087100-657d-4824-88e6-2996be321799.png
39,03:34,03:39,039_3-34.png,"two house icons combined with a big tag reading $400,000+ EQUITY",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125242_709a8ce4-759b-43f3-9055-28e9ac7b14f0.png
40,03:39,03:46,040_3-39.png,"a house icon with an arrow of equity flowing out into a third smaller house icon, labeled CASH OUT REFINANCE",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125257_aa27611b-589f-4a0c-8b20-aa55778ca9c6.png
41,03:46,03:52,041_3-46.png,"an arrow of equity instead flowing into a mortgage paper being crossed out, labeled ACCELERATE PAYOFF",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125309_8360ec4c-20c9-4206-ab52-0963f89b2e2f.png
42,03:52,03:58,042_3-52.png,"a simple scale balancing GOALS, TIMELINE, and RISK on one side and a house icon on the other",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125341_fa45c818-dac0-415d-8341-b135701f5c52.png
43,03:58,04:03,043_3-58.png,the character scratching his head looking at a fully paid off house icon with a question mark,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125419_b7ce5010-d55e-4acb-85c3-472a57da422f.png
44,04:03,04:09,044_4-03.png,"two house icons each labeled $500,000 side by side with a big equals sign to $1,000,000",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125427_c9fff844-4b4a-430b-b367-05a4de6da9ad.png
45,04:09,04:17,045_4-09.png,two house icons with a big red NO DEBT stamp across both,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125451_f72e514c-c8b2-4cc4-9bf6-ea7d3055607c.png
46,04:17,04:26,046_4-17.png,"a rent check icon labeled $2,400-$3,000/MONTH next to a house icon labeled $500,000",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125457_97d4a10d-4dfa-4183-a38d-1d668d1004a1.png
47,04:26,04:36,047_4-26.png,"two rent check icons each labeled $2,500 combining into a bigger check labeled $5,000/MONTH",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125507_30b44e96-009a-48fb-a459-446d803ca1e4.png
48,04:36,04:43,048_4-36.png,"three small icons a tax form a shield and a toolbox subtracting from a money bag leaving one labeled $3,800-$4,200/MONTH",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125523_dfd51ba7-b924-4129-8fbb-d55050443e42.png
49,04:44,04:51,049_4-44.png,"a big calendar labeled $45,000-$50,000/YEAR with a crossed-out mortgage paper beside it",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125542_b0c44e7f-6798-416f-bb07-898f834b1164.png
50,04:51,04:57,050_4-51.png,"a crossed-out bank building icon and a crossed-out briefcase icon, with a happy couple stick figure",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125613_e98c7a4a-32c0-4fe2-b09c-91aa2553eed7.png
51,04:57,05:04,051_4-57.png,a simple house icon labeled BASICS COVERED with small icons of a savings jar and side income beside it,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125632_04a34092-452c-41a9-885a-59ebac13dfc7.png
52,05:04,05:10,052_5-04.png,"the character relaxing with a small laptop doing part-time work he enjoys, a sign reading GENUINE RETIREMENT",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125637_6896ef74-52fb-4f54-a398-5149eadaf3e5.png
53,05:10,05:15,053_5-10.png,"a stock chart icon with a wobbly unstable line next to a house icon with a smooth stable line, labeled STABILITY",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125641_a273738d-9cbb-4749-93f6-20715bb15476.png
54,05:15,05:20,054_5-15.png,a rent check icon staying steady at a baseline while a stock chart crashes below it,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125655_b842f2cc-9623-4f9e-8ae3-3de990473f28.png
55,05:20,05:28,055_5-20.png,"a big S&P 500 chart icon swinging wildly up and down 30 percent, a house icon calmly unaffected beside it",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125711_fabe7913-a8e4-4011-b6de-10cf3c39236a.png
56,05:28,05:33,056_5-28.png,the character standing confidently with a calendar showing 40-50 YEARS OF RETIREMENT ahead,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125743_b46e09a2-033b-45c3-be8a-e3ab45ff286d.png
57,05:34,05:40,057_5-34.png,"the character holding up one finger with a thoughtful look, a sign reading OWNING OUTRIGHT",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125747_a76c5533-e313-46af-99f0-273f8e28c707.png
58,05:40,05:47,058_5-40.png,"a mortgage paper chained to a briefcase, labeled FIXED OBLIGATION, carried into a retirement calendar",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_125818_bab0d754-479d-4018-95b9-59960b7fc89e.png
59,05:47,05:52,059_5-47.png,"a calendar with every month circled in red, a mortgage payment icon due each time",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130024_ee791e2a-2529-4914-9122-7d6f4b73817e.png
60,05:52,05:58,060_5-52.png,a tenant stick figure paying late next to a mortgage payment stamped DUE regardless,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130040_665ddffb-37e8-4d32-b7b4-bcbdefa63a39.png
61,05:58,06:22,061_5-58.png,"the character looking stressed with sweat drops and a mortgage paper chain around him, a small sign reading RIGIDITY = STRESS, next to a scissors cutting a vacation icon and a house icon with the chain broken and removed",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130046_ade1448e-7dcf-40d4-a4a8-318e1f0db6f9.png
62,06:22,06:43,062_6-22.png,a spreadsheet icon with numbers on one side and a stick figure living real unpredictable life with a storm cloud and a surprise bill on the other side,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130104_1cb6ef10-7cd5-4de1-b044-c1f42499cf21.png
63,06:43,07:10,063_6-43.png,"a tax form icon with a depreciation arrow reducing a stack of coins, a house icon labeled FREE AND CLEAR beside a flexible dial icon",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130111_bd8744ba-c495-4b40-bb87-26fe56e6562e.png
64,07:11,07:16,064_7-11.png,the character standing next to a rolled-up roadmap scroll labeled REALISTIC ROADMAP,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130232_a2bb3d2f-b8e9-449c-919b-6969e23a3c32.png
65,07:16,07:41,065_7-16.png,"a timeline banner labeled YEAR 1-3 with a house icon and a 20% DOWN tag, transitioning into a YEAR 4-8 banner with a wrench icon adjusting a rent tag",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130349_49c6bd98-b58f-4023-8f6f-9ce185f2bea5.png
66,07:41,08:10,066_7-41.png,"a timeline banner labeled YEAR 8-12 with two house icons and an equity arrow, transitioning into a YEAR 12-18 banner with two growing houses and two shrinking mortgage papers",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130431_da354762-e45c-4429-b9b0-32b4bf26cf73.png
67,08:10,08:16,067_8-10.png,"the character flexing with a sign reading MOMENTUM, a mortgage paper being pushed down hard",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132639_8020b6ae-de58-4445-8e37-4e7eaa111bba.png
68,08:16,08:22,068_8-16.png,"a mortgage paper crossed out on the first house icon, cash flow arrows redirected into it",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132651_f49c0fbd-991c-498b-8479-fe7b1a13bca3.png
69,08:22,08:30,069_8-22.png,"a mortgage paper disappearing in a puff with a big upward jump arrow on a money stack, a calendar showing YEAR 18-22",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132659_94bf9257-cdb3-471f-9dd1-79951c343829.png
70,08:30,08:36,070_8-30.png,the character in his EARLY-MID 50s standing beside one paid off house and one nearly paid off house,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132705_1ba6c80e-87b9-4d87-89db-671b497fdd10.png
71,08:36,08:42,071_8-36.png,a debt-free house icon glowing with a checkered finish line flag in the distance,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130616_77dc1859-1295-4ed0-8ebd-695f2585c740.png
72,08:42,08:48,072_8-42.png,"the character standing proudly beside two house icons both stamped PAID OFF, a calendar showing LATE 40s-EARLY 50s",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130632_91ed9f27-b09b-44e5-99a7-a430668cdd0d.png
73,08:48,08:55,073_8-48.png,"a big calendar tag reading $45,000-$55,000/YEAR with two house icons feeding into it",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_130642_e61caedc-4b1b-4dd2-b1e2-3f7ddf464129.png
74,08:55,09:02,074_8-55.png,"a crossed-out lottery ticket and a crossed-out rocket icon, labeled NOT A FANTASY",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_131705_90316504-66f9-4716-8cf2-34e9ceb382c9.png
75,09:02,09:07,075_9-02.png,the character pointing directly at the viewer with a sign reading THE ONE THING TO REMEMBER,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_131716_ef7f6854-0950-40cc-b431-37be8c45d1c4.png
76,09:07,09:13,076_9-07.png,"a crossed-out crowd of small house icons, labeled NOT 20 PROPERTIES",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_131743_e4b3336f-fe47-490a-89c2-223f8c1c4a9e.png
77,09:13,09:19,077_9-13.png,"two carefully selected house icons with a magnifying glass and a location pin, labeled RIGHT PROPERTIES RIGHT LOCATIONS",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_131805_f05e2963-bea7-411d-a3ad-6bede04e0792.png
78,09:19,09:25,078_9-19.png,"an hourglass icon slowly filling a money jar, labeled TIME AND MANAGEMENT",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_131827_2c29c1f4-6a51-4545-bdd3-4d1422deac41.png
79,09:25,09:31,079_9-25.png,"two house icons with a fork in the road, one path labeled CHOICE the other crossed out labeled REQUIREMENT",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_131946_7017f97f-c6cc-4786-9b41-02e043435373.png
80,09:31,09:38,080_9-31.png,"two house icons each labeled $500,000 with a clean rent check icon and a crossed-out mortgage icon",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132041_13be4a8c-279d-4ca1-b568-37c6df75b801.png
81,09:38,09:43,081_9-38.png,"the character walking steadily forward with a sign reading START EARLY, STAY PATIENT",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132051_21af1cc3-80fb-401d-a042-f84b26f3d80b.png
82,09:43,09:48,082_9-43.png,a small seed growing into a tall tree over a timeline labeled YEAR 1 to YEAR 15+,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132132_a37dfcd8-4328-4699-8305-42233b0bfa74.png
83,09:48,09:53,083_9-48.png,"the character leaning toward the viewer asking a question, a big question mark and a fork in the road labeled 20 YEARS EARLIER",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132146_c65ef35c-9d1e-467b-a1a6-c68ff7218758.png
84,09:53,10:00,084_9-53.png,two house icons stamped PAID OFF with a comment bubble icon reading WOULD YOU DO IT?,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132154_25ac9693-4c71-4ed1-9cee-4eed239daecc.png
85,10:00,10:06,085_10-00.png,"a speech bubble icon with a house inside it, the character listening intently",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132214_9af4bcd1-1ff9-4695-a639-1908bb2e13a6.png
86,10:06,10:11,086_10-06.png,a thumbs up icon and a bell subscribe icon side by side with the character smiling,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132229_f62afe2f-eea6-4e3a-a6b5-5e82f396fbb0.png
87,10:11,10:16,087_10-11.png,"a stack of breakdown chart icons labeled DEEP DIVES, the character pointing at them",https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132238_281def16-c7c1-45e4-b86f-71c7aeeaa2c4.png
88,10:16,10:22,088_10-16.png,the character waving goodbye with a big friendly smile and a sign reading SEE YOU NEXT TIME,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260709_132252_c30d69b6-1d5c-46af-b947-ad31375afadc.png
