index	start	end	type	filename	description
21	1:20	1:24	obj	1-20.jpg	big wobbly text "40%  50%+" with a large upward arrow
22	1:24	1:27	obj	1-24.jpg	a chalkboard reading "SIMPLE MATH" with a savings equation
23	1:27	1:33	char	1-27.jpg	the same man shoveling money into an investment box while a "YEARS OF WORK" bar shrinks
24	1:33	1:37	obj	1-33.jpg	a savings slider pushed up and a "WORK TIME" bar being cut shorter by scissors
25	1:37	1:45	char	1-37.jpg	the same man living lean with a small house and simple meal while an investment chart grows tall
26	1:45	1:50	obj	1-45.jpg	a big wobbly "#3" with hand-drawn text "MULTIPLE INCOME STREAMS"
27	1:50	1:54	char	1-50.jpg	the same man holding one thin fragile paycheck that is cracking down the middle
28	1:54	1:59	char	1-54.jpg	the same man quietly stacking several money jars labeled as different income sources
29	1:59	2:02	obj	1-59.jpg	a small rental house with a "$ RENT" sign, and coins labeled "DIVIDENDS" beside it
30	2:02	2:07	obj	2-02.jpg	three icons in a row: a laptop "SIDE BUSINESS", a freelance briefcase, and an online globe
31	2:07	2:10	char	2-07.jpg	the same man shaking his head at a single big "SALARY" bag, a wobbly label "NOT OVERNIGHT"
32	2:10	2:14	obj	2-10.jpg	several small streams of coins flowing into one bucket, sharing the load
33	2:14	2:19	obj	2-14.jpg	many small streams versus one big river, a wobbly label "STREAMS NOT A RIVER"
34	2:19	2:23	obj	2-19.jpg	a big waving green flag with a dollar sign on it
35	2:23	2:28	char	2-23.jpg	the same man building a side project on a laptop with passive-income coins dropping out
36	2:28	2:33	char	2-28.jpg	the same man thinking with a thought bubble of an "EARLY RETIREE"
37	2:33	2:37	char	2-33.jpg	the same man pointing at a big thumbs-up LIKE button
38	2:37	2:41	obj	2-37.jpg	a megaphone broadcasting arrows outward to many little people, reaching more viewers
39	2:41	2:45	obj	2-41.jpg	a big wobbly "#4" with hand-drawn text "HEALTHCARE BEFORE MEDICARE"
40	2:45	2:48	obj	2-45.jpg	two doors side by side labeled "DREAMERS" and "DOERS"
41	2:48	2:55	char	2-48.jpg	the same man holding a blank "HEALTH INSURANCE" form with a big question mark
42	2:55	3:00	obj	2-55.jpg	a timeline with a big gap arrow from "40s / 50s" to "65 MEDICARE"
43	3:00	3:06	obj	3-00.jpg	a stack of money next to a checklist reading "SOLVE EVERY EXPENSE"
44	3:07	3:09	obj	3-07.jpg	a medical cross drawn on a big wild-card / joker card
45	3:09	3:17	char	3-09.jpg	the same man at a laptop researching "MARKETPLACE COVERAGE", coins showing income affects cost
46	3:17	3:24	char	3-17.jpg	the same man planning ahead with a checklist while others nap, an arrow labeled "RIGHT DIRECTION"
47	3:24	3:28	obj	3-24.jpg	a big wobbly "#5" with hand-drawn text "FREE > LOOKING RICH"
48	3:28	3:32	char	3-28.jpg	the same man with a glowing lightbulb over his head, a wobbly label "MINDSET SHIFT"
49	3:32	3:38	char	3-32.jpg	the same man calmly ignoring a small crowd of onlookers pointing at him
50	3:38	3:43	char	3-38.jpg	the same man in a plain practical little car driving happily toward a heart-marked destination
51	3:43	3:48	obj	3-43.jpg	a balloon labeled "LIFESTYLE INFLATION" inflating as an income arrow rises
52	3:48	3:51	obj	3-48.jpg	the "LIFESTYLE INFLATION" balloon popped by a pin, a wobbly label "#1 KILLER"
53	3:51	3:58	char	3-51.jpg	the same man holding a balance scale weighing "REAL VALUE" over "STATUS", choosing value
54	3:58	4:06	char	3-58.jpg	the same man standing on a different wavelength line waving a small "FREEDOM" flag, apart from the crowd
55	4:06	4:12	obj	4-06.jpg	a big wobbly "#6" with hand-drawn text "RETIRE TOWARD, NOT JUST FROM"
56	4:12	4:19	char	4-12.jpg	the same man running out of a door labeled "JOB I HATE" but facing a ticking clock, short shelf life
57	4:19	4:25	char	4-19.jpg	the same man standing in a big empty blank space where a sign "IDENTITY" used to hang
58	4:25	4:32	char	4-25.jpg	the same man planning his days on a wall calendar full of little activity icons
59	4:32	4:40	obj	4-32.jpg	four icons: a heart "PURPOSE", a spark "ENGAGED", two people "CONNECTION", a clock "RHYTHM"
60	4:40	4:48	obj	4-40.jpg	icons in a row: a travel plane, a paintbrush, a community of people, a family, and a hand building a block
61	4:48	4:52	char	4-48.jpg	the same man with a thought bubble picturing a full and happy retired life
62	4:52	4:58	char	4-52.jpg	the same man confidently picturing his retired life, a wobbly label "AHEAD OF THE CURVE"
63	4:58	5:05	char	4-58.jpg	the same man handing the video to a friend, a wobbly label "SHARE"
64	5:05	5:10	obj	5-05.jpg	a big wobbly "#7" with hand-drawn text "IDENTITY IS NOT YOUR JOB TITLE"
65	5:10	5:12	char	5-10.jpg	the same man pointing at the viewer, a wobbly label "THE ONE I PROMISED"
66	5:12	5:19	obj	5-12.jpg	a hidden gem / badge with a wobbly label "MOST UNDERRATED SIGNAL"
67	5:19	5:26	char	5-19.jpg	the same man answering "what do you do?" by pointing at a name badge showing his job title
68	5:26	5:34	char	5-26.jpg	the same man tangled by ropes to a giant block labeled "JOB TITLE", looking disoriented
69	5:34	5:41	char	5-34.jpg	the same man cutting the cord between himself and a "TITLE" tag with scissors
70	5:41	5:47	char	5-41.jpg	the same man surrounded by little icons of hobbies and relationships, a self outside the office
71	5:48	5:59	char	5-48.jpg	the same man standing tall with a wobbly label "MORE THAN MY JOB", a business card set aside
72	5:59	6:05	obj	5-59.jpg	two checkboxes stacked: "FINANCIALLY READY" ticked and "PSYCHOLOGICALLY READY" ticked
73	6:05	6:10	obj	6-05.jpg	a big wobbly "#8" with hand-drawn text "PLAY THE LONG GAME WITH HEALTH"
74	6:10	6:14	char	6-10.jpg	the same man holding money bags but with a tired droopy body, a wobbly label "BODY CAN'T KEEP UP"
75	6:15	6:23	char	6-15.jpg	the same man exercising and looking healthy, a wobbly label "LIVE WELL, NOT JUST LONG"
76	6:23	6:32	obj	6-23.jpg	five icons: a bed "SLEEP", a runner "MOVEMENT", an apple "NUTRITION", a calm face "STRESS", a shield "CARE"
77	6:32	6:41	obj	6-32.jpg	a split image: a money bag "FUNDS THE ADVENTURE" and a strong heart "LETS YOU ENJOY IT"
78	6:41	6:51	char	6-41.jpg	the same man dropping a heart into a piggy bank, investing in health as a long-term asset
79	6:51	6:58	obj	6-51.jpg	a wobbly label "GOAL: VITALITY + FREEDOM" over a happy sun, not just stopping work
80	6:58	7:03	char	6-58.jpg	the same man presenting a banner reading "8 SIGNS OF EARLY RETIREMENT"
81	7:03	7:04	char	7-03.jpg	the same man pointing at a list, a wobbly label "QUICK RECAP"
82	7:04	7:10	obj	7-04.jpg	a recap card listing "1 KNOW YOUR NUMBER", "2 SAVE AGGRESSIVELY", "3 INCOME STREAMS"
83	7:10	7:16	obj	7-10.jpg	a recap card listing "4 HEALTHCARE PLAN", "5 FREE OVER RICH"
84	7:16	7:24	obj	7-16.jpg	a recap card listing "6 RETIRE TOWARD", "7 IDENTITY NOT TITLE", "8 LONG-GAME HEALTH"
85	7:24	7:27	char	7-24.jpg	the same man pointing at the viewer, a wobbly label "HERE'S WHAT TO DO"
86	7:27	7:34	char	7-27.jpg	the same man pointing at a comment box reading "WHICH ONE RESONATES?"
87	7:34	7:42	char	7-34.jpg	the same man reading a stack of comment cards, a wobbly label "I READ EVERY ONE"
88	7:42	7:47	char	7-42.jpg	the same man pointing at a big red "SUBSCRIBE" button
89	7:47	7:52	obj	7-47.jpg	a wobbly banner "NEW CONTENT: PLAN SMARTER, RETIRE EARLIER"
90	7:52	7:57	obj	7-52.jpg	a video description box with a link arrow reading "RESOURCES"
91	7:57	8:02	char	7-57.jpg	the same man at a starting line on the left and near a finish line on the right, both stages
92	8:02	8:07	char	8-02.jpg	the same man crossing out a crown and a lottery ticket, a wobbly label "NOT JUST FOR THE RICH"
93	8:07	8:12	char	8-07.jpg	the same man with a lightbulb then footprints forward, thinking differently then acting
94	8:12	8:17	char	8-12.jpg	the same man waving goodbye with a big smile, a wobbly label "SEE YOU NEXT TIME"
