42	02:25	02:29	d5934d9f-4b90-4365-bdce-95030fb49764
43	02:29	02:32	ebd9269a-c24b-49ef-88c1-88619719a100
44	02:32	02:37	fb76e15a-8121-4aa3-8243-38a17321c6ab
45	02:37	02:38	35ecfc11-3c64-48ce-af86-1bec5e15a99b
46	02:38	02:40	ed6e5cdc-1d87-4c88-8614-2d8cfa4f7eb3
47	02:40	02:42	ee760584-92a8-4088-89bf-bc39a0d4a42d
48	02:42	02:45	ddaf6c00-cfc0-44d7-9648-d05172b3f738
49	02:45	02:48	b4cd545a-1154-4b0d-bbe3-3cb227f5d2e6
50	02:48	02:50	ed3804ed-e91d-4f67-a5b9-9624a1d0d777
51	02:50	02:52	2e6a3a0d-90f8-4e6e-8cde-568994950535
52	02:52	02:54	719c831b-13b3-4a5c-86ee-326327b34049
53	02:54	02:57	fda551b0-c823-423f-a01d-a5638a7c170d
54	02:57	02:59	c93232fc-2b88-4293-952c-fb1cf09c7904
55	02:59	03:01	5b28e6a2-4030-45b6-a374-cecd20e80fc9
56	03:01	03:03	bb9f9ea4-9aa9-41e3-935b-bac3ba9495cb
57	03:03	03:04	02346e88-7868-4121-b8fd-d0f44d74a559
58	03:04	03:08	f3c77b2c-9161-4a7e-a4f3-3774e2d305d3
59	03:08	03:10	0f6cb84b-7645-41cf-a32d-4c4c8f8451f4
60	03:10	03:14	ba3b222c-af5c-491c-840e-cfc118fd9803
61	03:14	03:16	8750ddd4-dd04-4a9e-8fc7-58fa570e84e8
62	03:16	03:18	6bca0709-1b00-48fb-b56b-2a9f97b5ec09
63	03:18	03:23	3cb09919-2cd4-4882-9121-0c12a8873b41
64	03:23	03:27	5119b240-8dc3-4dc9-96ee-a398e94034ae
65	03:27	03:29	ce645d63-736d-49b3-8c41-ca5869b24d62
66	03:29	03:34	df679a73-7bad-4cfd-8561-33404b435720
67	03:34	03:39	7d70fe84-0a14-4fb2-a274-fb5c43f9f3f4
68	03:39	03:44	c913da0c-c224-44aa-9580-2bdf1fb4032a
69	03:44	03:47	8553b20d-5b1a-42db-9c9b-0b74ec349ce7
70	03:47	03:51	0a3f2b6d-0aa9-40a6-b4c7-729d95785cd0
71	03:51	03:56	725985ac-90ae-480b-93ed-286bc3c55d4f
72	03:57	04:00	eb274c50-185f-420e-898d-63cf81a6f4f0
73	04:00	04:02	d2cdd193-0174-4443-b611-79c2b2937552
74	04:02	04:06	4e7acaed-9005-4150-91c0-510569b5e2e8
75	04:06	04:13	a4fe1f22-475f-4076-ad35-ea947846d284
76	04:13	04:18	f018c0a2-be3b-4e34-9da0-041f51628dbc
77	04:18	04:23	29fbc6c4-5748-410b-97fd-59346279a18c
78	04:23	04:30	e4d8f366-f8c7-46a7-ae2e-bbc58c43a314
79	04:30	04:35	212f1987-19f5-4bc9-adf4-c3c6d0ce82a2
80	04:35	04:37	1260403c-06f7-4804-803a-138383d5614a
81	04:37	04:43	fb19435e-84a7-4c27-9507-4053af50fa48
82	04:43	04:46	b99988c7-e2e1-4319-ad4a-5298b5ef83fc
83	04:46	04:49	c76bd022-0fde-46a5-8c16-4d02289ce286
84	04:49	04:55	2536cffd-fe4b-42f2-a341-5f3bfa71eb44
85	04:55	05:01	814a51c2-a1be-4abe-904e-aa07d747f6e5
86	05:01	05:09	56007a95-6e53-4dad-a4b4-8207b572630f
87	05:10	05:20	15a9f5e2-ba83-4c44-b0be-341f4eac98a6
88	05:20	05:22	c9119b1f-b34d-4fe6-9bf4-c695a3327e0c
89	05:22	05:30	70277009-5d4a-4b58-bea6-c0cc092c31db
90	05:31	05:41	79a5c781-f374-4007-a2ab-89329701895a
91	05:41	05:44	e2df3db9-ae38-4621-bd90-2859e3d08234
92	05:44	05:48	a0a0fc8e-99c5-4b61-bb21-2f8bf64cd7f1
93	05:50	05:56	b367e0e4-1d74-4da1-a225-4337b1c98fde
94	05:56	06:07	fcd4a630-7dab-489a-9931-a3413a735f43
95	06:07	06:10	af27e45b-faec-4032-8fbc-aecdfa3c4383
96	06:10	06:15	3c5f58dc-10f9-46b8-8ce4-bf35aae4bd20
97	06:15	06:20	af4ba390-c6cb-4afc-9abe-ffae38092830
98	06:20	06:30	b0114b5a-9055-4b7d-ade2-22b156c59118
99	06:30	06:37	47a0084d-5989-42c1-b7d3-48d14b8f6c3a
100	06:37	06:42	3f99f232-2d00-4e3a-9c5e-b877f6cff934
101	06:43	06:52	9ef8742b-cab3-46b5-85fd-9360779fc15f
102	06:52	07:00	be61f722-5a37-46cc-b197-07cde3137442
103	07:00	07:10	932b204d-f133-4181-bfb5-c067f792e617
104	07:11	07:22	de9d0977-e0ef-4bec-bcee-fed6c98bdce3
105	07:22	07:29	9449e3ce-4a9c-496b-9b05-97b9bac16ae8
106	07:29	07:33	c699a47e-c8d9-4482-ba67-6db6d6e609aa
107	07:33	07:36	f90f9107-2b19-4cad-b704-5365df30c5d2
108	07:37	07:48	3702a316-db57-4c12-8ac7-00d58f220ba9
109	07:48	07:56	e95df744-4b94-4f3c-a48a-679a05b3ab10
110	07:56	08:00	c0598166-8ff2-4249-aa61-791091965095
111	08:00	08:09	77eb1251-e429-48b8-8b00-f5f4e18e0af9
112	08:10	08:21	0a2dc272-d7a2-4310-bcef-f50e7b2c2c55
113	08:21	08:26	4dbf691e-c0b0-4266-b8d9-aac3ec285d4d
114	08:26	08:32	a1adb981-f8a4-4fd9-84c8-2310e8375901
115	08:33	08:46	604c5487-c0dd-4687-bdff-8f1b8b1d1efe
116	08:46	08:52	2b89060f-d6f8-4067-96c3-5c5d52093870
117	08:52	08:57	4b2f95c8-a82c-4ca8-893b-53d48ed60f94
118	08:57	08:57	83631e43-a791-4670-96dc-bfe76a103d96
119	08:58	09:04	d8d921ba-97a0-4c78-9bf1-47b6a1f611cd
120	09:04	09:13	9e807b90-f7f4-4d09-ab2d-65945794a8da
121	09:13	09:15	e8d9e2af-694e-4040-bd5a-f3158711d24b
122	09:15	09:18	61192845-454e-4e24-8bf6-c8a836f66d76
123	09:18	09:24	5531a31a-eaa1-4ba8-920f-ae45061c0c44
124	09:25	09:29	a495b0c2-ef5f-4d8d-9bf5-09e7a5236244
125	09:29	09:33	49f0d15b-8feb-4ade-9f98-1e58214b97db
126	09:33	09:39	ccd3e805-e76c-4ef0-808a-743fe70879aa
127	09:39	09:45	c2038a28-ecde-455d-9a9f-558392e80a41
128	09:45	09:58	dcc453e0-7819-47c1-a7ca-90850296ac77
129	09:58	10:01	8d163bac-75a2-4dda-9660-958503121b92
130	10:01	10:12	a5b7dae4-74be-4754-86db-2461bc2247e1
131	10:12	10:19	3b6a640c-4545-4042-bbd6-91f33ae9af57
132	10:19	10:32	bdfae3fb-2288-470c-8b35-6af74f537c03
133	10:32	10:40	7568c3fc-ed40-4844-a58b-28e402b9a6c5
134	10:40	10:54	21f1c0af-7814-49eb-bc33-4fa4d20a0b06
135	10:54	11:06	30e5d33f-c438-4e36-b83c-018973cb09f5
136	11:06	11:10	19566bbd-476a-4516-9b5e-14c6f9241410
137	11:10	11:21	1e0c3f97-e6fc-415e-a29a-e47a33fc15aa
138	11:21	11:25	8dff96dc-1b28-44d7-9d05-11b6a02eda9d
139	11:26	11:28	b8a00b3b-10ba-4914-8630-848be4db414b
140	11:28	11:33	5509bcc1-ccfd-44c5-afb9-d4e7da330306
141	11:33	11:41	ca53abfb-7767-45c4-8df2-ee329655c965
142	11:41	11:50	b24bcb53-5f48-4c98-aba1-af98abce63ef
143	11:50	11:52	2ff574c6-20ea-452d-8a4d-c1ce90bb93f5
144	11:53	11:59	05e89c6c-f8e0-4670-9bd1-0f4da8609f9d
145	11:59	12:03	b2cd9676-01b8-4e16-b74a-14bcc40ff007
146	12:03	12:06	b1af624b-1962-4f7d-bc0c-605816d5fee0
147	12:06	12:10	e269ba38-e9e2-498a-b46b-b4c8bf262ae8
148	12:10	12:17	6307f7b7-61dc-4e89-abed-f41c7529c798
149	12:17	12:23	0cba57e0-4840-4e44-83fc-f083ddde8a98
150	12:23	12:26	148283d6-3d74-4678-be9c-1e66d4f73182
151	12:26	12:32	a23d2487-b521-43b7-95b6-b2d53c27cb59
152	12:32	12:39	b08385d3-82f3-4721-994d-50ece583a0ca
153	12:39	12:47	0dd17ad3-10d9-4046-85e8-02907f6a543b
154	12:47	12:58	2f2def69-a384-415a-9691-e7e7977608af
155	12:58	13:01	0299f1e4-0dc7-4946-9206-d0215cd41a7e
156	13:01	13:05	a0ff3808-672a-402b-b07e-0d809d38beb9
157	13:06	13:13	25184c01-88cc-4c4c-a298-a56a1b09dd23
158	13:13	13:16	e747e010-d900-4fd4-b1c3-40eee738426a
159	13:18	13:25	e3b5edc4-8da4-47f3-8e35-0df1f02e1748
160	13:25	13:33	f864c145-e04b-4ab4-b869-eb30d9ea8acc
161	13:33	13:39	77842a87-e705-41dd-9e70-8cb5181b9519
162	13:40	13:44	ddb92e74-fb71-4d98-a5e0-82db65b68d60
163	13:44	13:50	9f7a282c-627d-498c-8258-5cac74e88f55
