index,start,end,type,jpg_filename,png_filename,url
21,01:35,01:40,obj,01-35.jpg,021_01-35.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124456_ed2aa383-77ed-46cd-8870-4d4ea97760f1.png
22,01:41,01:47,obj,01-41.jpg,022_01-41.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124459_c5715cc7-80f1-461a-9485-65906cea29a5.png
23,01:47,01:52,obj,01-47.jpg,023_01-47.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124504_e8105cb7-1d73-4790-8200-3396bff69d44.png
24,01:52,01:58,char,01-52.jpg,024_01-52.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124333_aaef7703-a520-42d6-9470-cf5f99fc06ea.png
25,01:58,02:05,obj,01-58.jpg,025_01-58.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124548_4e512b15-7bbe-44a2-a230-f65c3d95a2c4.png
26,02:06,02:12,obj,02-06.jpg,026_02-06.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124556_f7a58463-f672-400e-a560-9cb8693a92fd.png
27,02:12,02:18,obj,02-12.jpg,027_02-12.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124600_57e582f7-4db8-4c15-8d02-17eac2823ae4.png
28,02:18,02:25,obj,02-18.jpg,028_02-18.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124607_9a5bfd5f-c9c4-4330-be2a-a1adf0ac7478.png
29,02:25,02:32,obj,02-25.jpg,029_02-25.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124611_8d0051e3-5b52-49b8-bff6-84e3347f008e.png
30,02:32,02:39,obj,02-32.jpg,030_02-32.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124616_eaeedebf-4b87-4b73-bab1-3e4896a858df.png
31,02:39,02:44,obj,02-39.jpg,031_02-39.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124628_0c8d3742-3b4c-4c71-a56b-0a9c9bbde7b3.png
32,02:44,02:51,char,02-44.jpg,032_02-44.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124632_90863822-7e1b-43f6-8b25-dfaaa2341613.png
33,02:51,03:21,obj,02-51.jpg,033_02-51.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124638_d1ed9a9c-6b63-4cc2-8ccf-814965b6e6b7.png
34,03:21,03:34,obj,03-21.jpg,034_03-21.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124642_9d151d6a-8aab-46e0-bf07-2f055565b918.png
35,03:35,03:52,obj,03-35.jpg,035_03-35.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124707_36fdc30f-7133-4530-ab8e-881096d585c8.png
36,03:53,04:21,obj,03-53.jpg,036_03-53.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124712_d612ffe5-74e0-4030-a4a0-22e2ce85c584.png
37,04:21,04:39,obj,04-21.jpg,037_04-21.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124719_3c157cd0-44d7-4395-9078-405469d665f4.png
38,04:39,04:45,obj,04-39.jpg,038_04-39.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124722_6cc6bc22-f946-4fe6-b424-6d0a33153f1c.png
39,04:45,04:51,obj,04-45.jpg,039_04-45.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124727_2d09fd7f-211c-41c3-a255-c793ca3c76d6.png
40,04:51,04:58,obj,04-51.jpg,040_04-51.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124734_c3d44d78-a4b1-4b5d-a0eb-00019f118a42.png
41,04:58,05:08,obj,04-58.jpg,041_04-58.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124740_67813ae3-46f4-45b3-928d-c7d08edaf9b8.png
42,05:09,05:15,obj,05-09.jpg,042_05-09.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124744_e14a6567-80c8-40f2-b745-ceb04bc87cc3.png
43,05:15,05:25,char,05-15.jpg,043_05-15.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124747_08b0e887-2f38-4e25-95ad-9c99d963eec6.png
44,05:25,05:31,obj,05-25.jpg,044_05-25.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124756_059f6a76-10e6-4668-90a3-f14f89cb5e1c.png
45,05:31,05:40,obj,05-31.jpg,045_05-31.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124820_3191581a-0b02-4b2d-bbc0-92cf05e6284d.png
46,05:40,05:45,obj,05-40.jpg,046_05-40.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124826_2bdb326b-4d61-4aec-8372-a17caeb07de1.png
47,05:45,05:51,obj,05-45.jpg,047_05-45.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124829_96d6c9ae-7eb3-4c18-a072-f4acec1b3b3d.png
48,05:51,05:57,obj,05-51.jpg,048_05-51.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124834_772e9cf8-b0a9-476c-8ef6-b91cd021d87b.png
49,05:57,06:07,char,05-57.jpg,049_05-57.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124840_0ca64765-2b5a-4f03-8c76-fa3c1bd4b0de.png
50,06:07,06:14,obj,06-07.jpg,050_06-07.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124843_fdbbd36c-e65b-4a03-9b69-e96d860d309d.png
51,06:14,06:22,char,06-14.jpg,051_06-14.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124847_31d329ce-b729-4da8-a7d0-f44afc26f658.png
52,06:22,06:28,obj,06-22.jpg,052_06-22.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124854_42cd4c94-2228-430a-8d0d-d7ecab849a3f.png
53,06:28,06:33,obj,06-28.jpg,053_06-28.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124902_19c2c3b2-c020-4124-9110-ed6bcb29f32e.png
54,06:33,06:40,obj,06-33.jpg,054_06-33.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124905_9d9cc7af-ee9e-4d23-8612-99ee142ce460.png
55,06:40,06:47,obj,06-40.jpg,055_06-40.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124936_3e7448bb-608f-42c6-b4e3-fd3d9159274e.png
56,06:48,06:53,obj,06-48.jpg,056_06-48.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124941_6b555584-6461-46ac-aa4c-eb1b71902a6f.png
57,06:53,06:58,obj,06-53.jpg,057_06-53.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124947_1a4ac311-7458-42b4-b76e-a329e562d6ad.png
58,06:58,07:06,obj,06-58.jpg,058_06-58.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124953_5565e6fc-799d-471e-b0cf-00dfb3e4416f.png
59,07:06,07:15,obj,07-06.jpg,059_07-06.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_124958_41e24458-1f11-4654-b5ee-bc21ced088e4.png
60,07:16,07:21,obj,07-16.jpg,060_07-16.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125002_d3e771ea-b9ec-432a-80f0-0c2447175fdc.png
61,07:21,07:28,obj,07-21.jpg,061_07-21.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125009_4ef55b9c-3639-4b35-82fa-0878d7b22d75.png
62,07:28,07:33,obj,07-28.jpg,062_07-28.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125013_5194695c-4116-450c-8d5e-1d49fe028ff6.png
63,07:33,07:39,obj,07-33.jpg,063_07-33.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125018_88bc4a0e-2a02-4789-a269-9c7235785d1a.png
64,07:39,07:45,obj,07-39.jpg,064_07-39.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125027_be1814da-4047-413d-97fe-38018c1354d7.png
65,07:45,07:50,obj,07-45.jpg,065_07-45.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125056_13117637-83ec-4f06-9d0e-59cb96b58b04.png
66,07:50,07:55,char,07-50.jpg,066_07-50.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125102_1c48a2b3-5b33-47a6-ad54-9db4f4e163fd.png
67,07:55,08:00,obj,07-55.jpg,067_07-55.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125111_6199bba1-d6e6-4930-a196-97d0b13f44c8.png
68,08:00,08:07,obj,08-00.jpg,068_08-00.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125115_b84ea276-4d31-48a5-afb3-70bc4f81d00d.png
69,08:07,08:13,obj,08-07.jpg,069_08-07.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125129_17c4a06e-95eb-4e86-96ed-556b7ec657b3.png
70,08:14,08:19,obj,08-14.jpg,070_08-14.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125133_2e61b899-0bf2-4ac1-9678-8d5d6bd5ac49.png
71,08:19,08:25,obj,08-19.jpg,071_08-19.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125137_092f4290-7caf-47ce-bb8d-061f98308079.png
72,08:25,08:30,obj,08-25.jpg,072_08-25.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125141_415023da-f527-4741-ab54-690534ca87a2.png
73,08:30,08:39,obj,08-30.jpg,073_08-30.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125147_b2af0a4b-df0a-4366-bdfd-43f0a1bf328f.png
74,08:39,08:49,obj,08-39.jpg,074_08-39.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125151_b070445b-c6aa-4af9-a641-540c66a90995.png
75,08:49,08:56,char,08-49.jpg,075_08-49.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125228_faab24cb-aa44-4756-9e4e-088ae5c3e90d.png
76,08:56,09:01,obj,08-56.jpg,076_08-56.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125231_c6bbbdef-8d54-4bde-a124-54ce121efe39.png
77,09:01,09:11,obj,09-01.jpg,077_09-01.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125234_a7058902-05a9-4a90-be53-957deffbf52f.png
78,09:11,09:17,obj,09-11.jpg,078_09-11.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125239_291e4dfd-0500-4be9-a9fb-cc50a9aa351a.png
79,09:17,09:26,obj,09-17.jpg,079_09-17.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125244_7df0ea5d-ee0c-433f-afd4-0d1c528ead83.png
80,09:27,09:31,obj,09-27.jpg,080_09-27.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125247_664092bd-e5b6-4d87-b1ff-f5d1d119188c.png
81,09:31,09:38,obj,09-31.jpg,081_09-31.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125253_f5c463c6-fbe7-4223-99fb-a3718d2b366c.png
82,09:38,09:43,obj,09-38.jpg,082_09-38.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125303_c0115c90-212f-447a-9545-b504797e70d6.png
83,09:43,09:49,obj,09-43.jpg,083_09-43.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125307_4d9458cd-e50a-4b5e-bfcb-4d9327c5e7ea.png
84,09:49,09:52,obj,09-49.jpg,084_09-49.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125310_8df0ff38-122e-4db2-9c97-33046fa415a6.png
85,09:53,09:58,obj,09-53.jpg,085_09-53.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125337_1b711f18-df96-42c4-8262-f5098a358762.png
86,09:58,10:05,char,09-58.jpg,086_09-58.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125342_4ceb9957-d491-423c-b27b-1a6122ac78f9.png
87,10:05,10:11,obj,10-05.jpg,087_10-05.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125347_5b569da2-da58-4af8-bee4-0cc233332a85.png
88,10:11,10:17,obj,10-11.jpg,088_10-11.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125353_af7f785d-7b69-4208-a71d-8bd6db89f331.png
89,10:18,10:26,obj,10-18.jpg,089_10-18.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125359_be22bec4-a35a-4f7d-86b3-c264355c6e2e.png
90,10:26,10:32,obj,10-26.jpg,090_10-26.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125407_4e8b02e7-249d-4e5b-a4e8-e4ece12f473b.png
91,10:32,10:38,obj,10-32.jpg,091_10-32.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125414_8178fa18-e996-457f-a5a2-5d945ecd55cf.png
92,10:38,10:45,obj,10-38.jpg,092_10-38.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125419_da14de19-76ec-4724-a53e-642e54e2c15d.png
93,10:45,10:49,obj,10-45.jpg,093_10-45.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125425_903a9040-5c2b-4166-b465-dc8e6d22b68b.png
94,10:49,10:55,obj,10-49.jpg,094_10-49.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125427_2b28db52-6b40-4dbe-abf1-7a29ade15a47.png
95,10:55,11:05,obj,10-55.jpg,095_10-55.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125451_c5b673e9-40ab-4831-b6d6-5b6ed70c2cf2.png
96,11:05,11:11,obj,11-05.jpg,096_11-05.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125458_c6f2aabc-29b0-4d09-bd60-5e29864489d1.png
97,11:12,11:17,obj,11-12.jpg,097_11-12.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125501_b6027110-bba0-479f-9b98-8e2bf1447d91.png
98,11:17,11:23,obj,11-17.jpg,098_11-17.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125506_332a590f-dbbc-45ca-bac0-81ceccd143be.png
99,11:23,11:30,obj,11-23.jpg,099_11-23.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125509_1bc149e0-c40b-41d7-afda-34affb053777.png
100,11:30,11:37,obj,11-30.jpg,100_11-30.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125517_220e9dd5-38f8-42d9-b0f1-25eceed38fc7.png
101,11:37,11:44,obj,11-37.jpg,101_11-37.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125520_2e0e9931-7e65-4968-8365-7ef69036b211.png
102,11:44,11:50,char,11-44.jpg,102_11-44.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125525_5cee8806-12da-48da-83a1-8bd0b3dcc66a.png
103,11:50,11:55,obj,11-50.jpg,103_11-50.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125530_e7d883e3-c18f-4639-bcde-d7f8c5cfc524.png
104,11:55,11:59,obj,11-55.jpg,104_11-55.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125533_4fcb009b-2205-4d14-9e74-c13fe42921cf.png
105,12:00,12:07,obj,12-00.jpg,105_12-00.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125602_3cc1b232-e9e7-4487-aca5-9a97bdc3ba66.png
106,12:07,12:13,obj,12-07.jpg,106_12-07.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125605_41bd8917-a622-4135-9f71-9bf71874f0be.png
107,12:13,12:21,obj,12-13.jpg,107_12-13.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125612_0523fc27-19b5-4365-8101-bfed24644e3c.png
108,12:21,12:27,obj,12-21.jpg,108_12-21.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125618_9d2378f8-4cd5-4170-976c-337a0f18cd79.png
109,12:27,12:35,obj,12-27.jpg,109_12-27.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125621_de53743a-9509-4b3a-9556-ecc3f561870b.png
110,12:35,12:41,obj,12-35.jpg,110_12-35.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125627_fee4c99c-930b-4e0b-a5b0-afa1ee0c88a4.png
111,12:41,12:47,obj,12-41.jpg,111_12-41.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125631_0cfa3772-d4bb-4efd-a532-4811f43bfae5.png
112,12:47,12:53,char,12-47.jpg,112_12-47.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125636_ac7924b7-1b6d-41b6-8669-4d80eb355218.png
113,12:53,12:59,obj,12-53.jpg,113_12-53.png,https://d8j0ntlcm91z4.cloudfront.net/user_3EJ7eXPRDK8j3ZmKXW0B5KfoJTg/hf_20260714_125639_a69ca33f-b029-4d0a-9537-1875a8984d06.png
